status_id;comment_id;Clinton;Trump;comment_message;page
153080620724_10157082793325725;10157082793325725_1717057085177602;N;S;"""""TRUMP WILL MAKE AMERICA GREAT AGAIN""""........ """"TRUMP FOR PRESIDENT 2016""""";Trump
153080620724_10155714209940725;10155714209940725_10155714443250725;N;N;Say what you want, he did not need a teleprompter. Speaks what he thinks and feels, doesn't plan to say something different in the next speech.;Trump
153080620724_10156370361080725;10156370361080725_10156371005150725;N;N;We knew you would not say something like that unless it was true, it backfired on the liberal media, ha, ha.;Trump
153080620724_10156809330505725;10156809330505725_1177853778932759;N;S;Something is going on there's a lot of terrorist moving into Europe through the refugees they're hiding in the Sheep! Time to wake up! Go Trump!;Trump
153080620724_10155868799080725;10155868799080725_10155870093205725;N;S;I hope Mr. Trump Card you are Our next PRESIDENT....;Trump
153080620724_10156587731980725;10156587731980725_637726996366153;N;N;"Symptoms By Mayo Clinic Staff Narcissistic personality disorder is one of several types of personality disorders. Personality disorders are conditions in which people have traits that cause them to feel and behave in socially distressing ways, limiting their ability to function in relationships and other areas of their life, such as work or school. If you have narcissistic personality disorder, you may come across as conceited, boastful or pretentious. You often monopolize conversations. You may belittle or look down on people you perceive as inferior. You may feel a sense of entitlement — and when you don't receive special treatment, you may become impatient or angry. You may insist on having ""the best"" of everything — for instance, the best car, athletic club or medical care. At the same time, you have trouble handling anything that may be perceived as criticism. You may have secret feelings of insecurity, shame, vulnerability and humiliation. To feel better, you may react with rage or contempt and try to belittle the other person to make yourself appear superior. Or you may feel depressed and moody because you fall short of perfection. Many experts use the criteria in the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), published by the American Psychiatric Association, to diagnose mental conditions. This manual is also used by insurance companies to reimburse for treatment. DSM-5 criteria for narcissistic personality disorder include these features: Having an exaggerated sense of self-importance Expecting to be recognized as superior even without achievements that warrant it Exaggerating your achievements and talents Being preoccupied with fantasies about success, power, brilliance, beauty or the perfect mate Believing that you are superior and can only be understood by or associate with equally special people Requiring constant admiration Having a sense of entitlement Expecting special favors and unquestioning compliance with your expectations Taking advantage of others to get what you want Having an inability or unwillingness to recognize the needs and feelings of others Being envious of others and believing others envy you Behaving in an arrogant or haughty manner Although some features of narcissistic personality disorder may seem like having confidence, it's not the same. Narcissistic personality disorder crosses the border of healthy confidence into thinking so highly of yourself that you put yourself on a pedestal and value yourself more than you value others. When to see a doctor When you have narcissistic personality disorder, you may not want to think that anything could be wrong — doing so wouldn't fit with your self-image of power and perfection. People with narcissistic personality disorder are most likely to seek treatment when they develop symptoms of depression — often because of perceived criticisms or rejections. If you recognize aspects of your personality that are common to narcissistic personality disorder or you're feeling overwhelmed by sadness, consider reaching out to a trusted doctor or mental health provider. Getting the right treatment can help make your life more rewarding and enjoyable.";Trump
153080620724_10157816372840725;10157816372840725_10157816406265725;N;S;Romney almost took Virginia in 2012...if the military wants to have jobs after 2016 they'd better vote TRUMP and I wouldn't be shy in telling everyone of them that...both active and retired!!!;Trump
153080620724_10156405720140725;10156405720140725_1624871197778197;N;S;How many people have to die? Innocent are getting slaughtered! These people are chopping the heads off christians and we wanna keep bringing more in? Its estimated there is 2-7 million in the u.s. (We don't even know how many forsure). Most intelligent seevices say 15-20% of muslims are radical. So if we have 5 million muslims in america and 20% are radical, then that means there are 1 million radical muslims in the u.s. Already. Now remember this is rough math noone knows the actual numbers for sure but still is anyone really ok with this? And how do we screen these people and determine if there radical or not? Its virtually impossible. Its a disgrace what is happening to our country! We need alot less talk and alot more action! #Trump2016;Trump
153080620724_10157824519245725;10157824519245725_1123060144436748;O;N;Don't fall for clinton's trap. It is all a ploy to lead to single payer government takeover....Can you say socialism;Trump
153080620724_10156436959900725;10156436959900725_617083008433137;O;N;"She is used to doing whatever she wants. She was probably getting information from her ""coaches"".";Trump
153080620724_10156115241055725;10156115241055725_10156115403705725;N;S;Haha, what would the ad say?? ONLY POLITICIAN TO EVER TELL THE TRUTH. ONLY ONE NOT BOUGHT BY SOMEONE/GROUP? #MAKEAMERICAGREATAGAIN!! GO TRUMP! :);Trump
153080620724_10157992676315725;10157992676315725_1088635237918526;N;S;Vote!!!! Our entire family voted on Monday in Texas for you!;Trump
153080620724_10156337706805725;10156337706805725_10156337975300725;N;N;"Take a look at what John Wayne's (lawyer daughter) dug up on OBAMA! Just wait until Trump gets his hands on this information! Subject: Social Security Number For those of you who don't know but at the very bottom of this article the attorney who authored this article is John Wayne's daughter, Aissa Wayne, also a USC graduate. Well, Well, Well, it looks like someone thoroughly checked this out! I was wondering who was going to do research into President Obama's Social Security number. Jean Paul Ludwig or Barack Hussein Obama? SSN#042-68-4425 WOW, read this, it's short - very interesting. Very interesting. I hope his next number is on a prison uniform. Intensive 6-year investigation has revealed the identity of the man whose Social Security Number (SSN) is being used by President Obama. Jean Paul Ludwig, who was born in France in 1890, immigrated to the United States in 1924, and was assigned SSN 042-68-4425 (President Obama's current SSN) rec'd on or about March 1977. Mr. Ludwig lived most of his adult life in Connecticut. Because of that, his SSN begins with the digits 042, which are among only a select few reserved for Connecticut residents. Barack H. Obama never lived or worked in that state! Therefore, there is no reason on earth for his SSN to start with the digits 042. None whatsoever! Now comes the best part! J. P. Ludwig spent the final months of his life in Hawaii, where he died. Conveniently, Obama's grandmother, Madelyn Payne Dunham, worked part-time in the Probate Office in the Honolulu Hawaii Courthouse, and therefore had access to the SSNs of deceased individuals. The Social Security Administration was never informed of Ludwig's death, and because he never received Social Security benefits, there were no benefits to stop and, therefore, no questions were ever raised. The suspicion, of course, is that Dunham, knowing her grandson was not a U.S. Citizen, either because he was born in Kenya, or became a citizen of Indonesia upon his adoption by Lolo Soetoro, simply scoured the probate records, until she found someone, who died who was not receiving Social Security benefits, and selected Mr. Ludwig's Connecticut SSN for her grandson, Barry Soetoro (Obama). Just wait until the head Birther himself, Donald Trump, gets past the birth certificate and onto the issue of Barry O 's use of a stolen SSN. You will see leftist heads exploding, because they will have no way of defending Obama. Although many Americans do not understand the meaning of the term ""natural born"", there are few who do not understand that if you are using someone else 's SSN, it is a clear indication of fraud, and a federal offense. Let 's all get this information out to everybody on our mailing lists. If the voters of this great nation can succeed in bringing this lying, deceitful, cheating, corrupt, impostor to justice it will be the biggest and best news in decades for our country and the world. If you can just say ""oh well; ho hum"" after reading this, you get what you deserve. ""In God We Trust. Aissa Wayne LAW OFFICES OF AISSA WAYNE 30765 P.C.H., Suite 203, Malibu , CA 90 Tel : (310) 457-9999 Fax : (310) 457-0643";Trump
153080620724_10157528983580725;10157528983580725_10157530079505725;N;N;奧林匹克運動會.一直是聯合國廢鐵的大買家.光場地建造.起碼用掉十幾萬噸的廢鐵.我懷疑黨是收購廢鐵.然後賣給奧林匹克運動會建造場地.然後進入聯合國體系.可是黨派卻排斥國家的存在.由於各國的語言不同.如果能在奧林匹克增加歌舞的比賽.然後唱片製版.販售到各國.應該可以增加各國彼此間的互動;Trump
153080620724_10157263351880725;10157263351880725_493159720880086;O;N;"This is sad for our Country. It seems the politicians can break the law, and get away with it. Hillary said "" I am putting this behind me, I made a mistake"". What a shame she feels she can just forget it, and get on with her life. Which is running for the highest office in America, and what is more disgusting we have idiots that will also forget her lies and dishonesty and vote for her. The country is in a mess...";Trump
153080620724_10157665399980725;10157665399980725_10157665532645725;N;S;"LIBERAL MEDIA isn't just biasedly ""reporting"" on the Trump campaign. It is persecuting the Trump campaign..";Trump
153080620724_10156337102565725;10156337102565725_10156337357005725;N;N;"How can we? obama is supporting the Syrian Sunni muslim insurgents ""rebels"" in overthrowing the Shia muslim Government. The Shia and Sunni muslims are trying to decimate one another.. ISIS ""Sunni muslims"" want total total control in the mid-east with Sunni as the Only religion. What the Hell is obama even doing inserting the U.S. in a religious civil war? Why is he refusing to join with Russia in fighting ISIS ""Unless Russia stops supporting President Assad??? How about obama stops supporting the ""rebels"" and put everything we have into fighting ISIS which is where the threat to America is...";Trump
153080620724_10157650495395725;10157650495395725_1093224470763309;N;N;keep an eye out for fraud at the polls people;Trump
153080620724_10157424087335725;10157424087335725_482182791991287;N;S;I'm voting for Government Shakeup and straighten up !!! Before it all started, I looked around and listened and wondered, why is our nation becoming more stagnant and why is there so much more Violence and why are so many illegals (all ethnic groups of illegals) getting so much more than our hard working single parents or hard working families who work 2- 3 jobs especially with this Obama care and why are there so many homeless with children and children in poverty. I do what I can in my neighborhood. Then all of a sudden there was a man put in front of the choices, not a perfect man but someone that saw and heard everything I and many other people were worried about. He did not fuel the flames of race. He listened to the people's voices. He has a family he loves just like we do and wants the best for USA. There are way to many people in America and it is time for someone to fix US first then we can continue to help the other countries. The border needs more controlling, because there are some rapists/murderers, drugs from other countries besides Mexico coming thru. We already have enough bad guys here without any others coming to our part of the world Lord help us to help ourselves by believing, and I do Believe. Even if I don't show up to church every sunday ... All this should have been fixed by the Dem party starting 8 years ago, but look at America now in turmoil. We need Government Shakeup, there are a lot of politicians shaking in their boots as we speak. Please vote for Trump! You got this TRUMP!!!;Trump
153080620724_10156348218050725;10156348218050725_976220569111890;N;S;Thank you to our New Jersey True Americans. we hear you lets all work together to save our GREAT AMERICA reason why we are all here VOTE for DONALD TRUMP 2016 PRESIDENT pray for your victory;Trump
153080620724_10157092216820725;10157092216820725_10157092233950725;N;S;We love you Donald, please do everything you said and make the WORLD great again...;Trump
153080620724_10155939891585725;10155939891585725_10155940506545725;N;N;Don't worry Mr Trump... Karma smacked Krauthammer years ago!!! The only good thing he's got going for him is one pair of shoes will last him the rest of his life!;Trump
153080620724_10156228383155725;10156228383155725_10156230261305725;N;N;Be careful Trump you might screw up with this comment !!;Trump
153080620724_10156583412010725;10156583412010725_570649609751433;N;S;I live in Northern Ireland and I want Donald trump for the next president;Trump
153080620724_10156642768615725;10156642768615725_10156642900685725;N;S;Awesome. To bad the debate audience never represented the local population. Oh well with this new age of social media the BS is exposed fairly quickly. TRUMP 2016;Trump
153080620724_10156272480705725;10156272480705725_10156273447480725;N;N;Donald, you should hire an investigation team to thoroughly research the polls....I'm sick of the bs;Trump
153080620724_10155896782615725;10155896782615725_10155897060915725;N;N;I cannot understand why voting for a liberal like JBush, he wants to bring all Illegals to United States as an act of love!Pleaseee, if you love America, don't support JBush, Rubio, Walker, Perry, Christie, Graham!;Trump
153080620724_10156583461510725;10156583461510725_1683884301858712;N;S;Politics are for them self, Trump don't need a job he's not running to get a salary, he's wants the best for our country. PERIOD;Trump
153080620724_10158027399210725;10158027399210725_1620723701561422;N;N;time to take America back from the illegal aliens and free-loaders.;Trump
153080620724_10156728656915725;10156728656915725_996205277131904;N;S;he cant be bought period and i love it he is going to be one of the best all time presidents;Trump
153080620724_10156119620885725;10156119620885725_10156120866430725;N;S;Wasn't sure about Fiorina until tonight...wow! Is she mean! Wow! Go Donald!;Trump
153080620724_10156703438065725;10156703438065725_903227196443289;N;S;TRUMP HAS BILLIONS OF $, A GORGEOUS WIFE, FUN & GAMES AWAITING HIM WITH A LIFE MOST WISH THEY HAD. ASK YOURSELF WHY IS HE TAKING THE MOST IMPORTANT JOB IN THE WORLD, THIS WILL TAKE HIM AWAY FROM ALL HE IS GIVING UP. WHAT DO I SEE A MAN PUTTING EVERYTHING INTO HIS CAMPAIGN HIS OWN $, HIS VALUABLE TIME, FOR LOVE OF COUNTRY AND I FEEL HE REALLY LOVES THE AMERICAN PEOPLE, I FEEL IT, HE LOVES THE CROWDS,THE LOVE THEY ARE GIVING HIM AND TRUSTING HIM AND NEEDING HIM IS WHAT DRIVES HIM. THIS IS WHY I AM VOTING FOR TRUMP THIS IS WHAT I SEE!;Trump
153080620724_10158072699325725;10158072699325725_547151568824523;N;S;Thank you and your family for loving and caring about us👍🏼🙌🏼❤️‼️😄#maga;Trump
153080620724_10157273302525725;10157273302525725_1053430721373204;N;N;Sign the petition to make Black Lives Matter be publicly recognized as a terrorist organization! Like if signed. URL;Trump
153080620724_10156156505640725;10156156505640725_10156157235955725;N;S;"Make sure you over charge the media and politicians! But, have a ""trumpsupporter rate"" so when we visit you in the oval office!";Trump
153080620724_10156383004565725;10156383004565725_837219436395343;O;N;Natalie, Got your talking points down! Total ignorance and low info voter that put this abomination into office! Nothing could be worse for the Republic ( except Hitlery)..wise up!!;Trump
153080620724_10157052760225725;10157052760225725_1801587086730860;N;S;What a crock of crap, anything to take our eye off of the real issues. Donald J. Trump's followers do not believe the crap, we know his intentions and his past, his family. We will not waiver.....🚂🚋🚋🚋TRUMP🇺🇸;Trump
153080620724_10155787920745725;10155787920745725_10155789572425725;N;N;If he wins .....................Who is going to give him a haircut?;Trump
153080620724_10156237289450725;10156237289450725_10156237300705725;O;N;I agree, however why cant anything be proven and bury her once and for all???;Trump
153080620724_10156689716915725;10156689716915725_1719755608263714;N;N;Ryan Munns i guess if you have to pick the best of your two poisons, I really like the second amendment.;Trump
153080620724_10156440107765725;10156440107765725_1005994962797508;N;O;If he's the last hope then there is no hope.;Trump
153080620724_10158027399210725;10158027399210725_1232729873464789;N;N;Definitely wear red, paper ballots,get the number of the ballot take a pic;Trump
153080620724_10157894380890725;10157894380890725_1783410268583455;N;N;it warms my heart in ways undescribable to see people of all colors in this movement...let us heal...;Trump
153080620724_10155871738675725;10155871738675725_10155892868995725;N;N;I don't like nor trust Perry at all! He switches too much. Stay true!;Trump
153080620724_10156147771020725;10156147771020725_10156148027880725;N;N;Please stop this it is not good. Why her. It makes u look bad please!;Trump
153080620724_10156926404290725;10156926404290725_1030659780346378;N;N;I really wish I could attend CT,,,,I will vote but cant miss two days of work...Im NOT a democrat.;Trump
153080620724_10157952895095725;10157952895095725_1004985082960416;O;N;"The way Hillary dresses looks like a ""Kirby Vacuum Cleaner!!"" No wonder, she keeps sucking the life out of the unborn!!!! 😡😡😡";Trump
153080620724_10156149523445725;10156149523445725_10156149760900725;N;S;Good for you! I am a FOX person but very disappointed in how they are treating Donald J. Trump especially Meghan Kelly.;Trump
153080620724_10157180801275725;10157180801275725_1565117230451422;N;N;Good news Mr. Trump. No Americans will ever blame you for getting Americans killed. Why , nobody will be able to. We will all be dead. Including you. I am feeling very good about being a Christian Right now. Heaven is getting closer.;Trump
153080620724_10156454479265725;10156454479265725_474252282761930;N;S;You were raised with the same values as the majority of us were and that's why your words resonate so clearly to the citizens of this nation... you are our voice! Have a Merry Christmas!!;Trump
153080620724_10155940180545725;10155940180545725_10155940884965725;N;S;Looks like things just might be turning around! Donald J. Trump for President!;Trump
153080620724_10155824358105725;10155824358105725_10155826440635725;N;N;El Chapo already has his CA driver's license. He's just another Obama Dreamer, eligible for free healthcare, in-state tuition, food stamps, Obamaphones - WHILE running his drug cartel. This is the Left's prescription for America.URL;Trump
153080620724_10156572549800725;10156572549800725_981911081875291;N;N;it's part of the job. so you might as well show up for work. no need to be a prima donna. we already have the queen of the prima donnas in the white house already.;Trump
153080620724_10156075731625725;10156075731625725_10156076005370725;N;S;Terrible deal to say the least, anyone who votes and supports this travesty should be deported to Iran.;Trump
153080620724_10157958946770725;10157958946770725_1787749954770891;N;N;Why is obama sending 770 million to the Middle East to rebuild mosques;Trump
153080620724_10156149523445725;10156149523445725_10156149978235725;N;N;I have stopped watching Fox News...Drudge Report is my go to!;Trump
153080620724_10157091861535725;10157091861535725_10157091893490725;N;S;I can't wait to see all the lefty liberals cry and complain when trump wins later on this year.;Trump
153080620724_10155930137205725;10155930137205725_10155930518555725;N;S;DON'T LET THEM STOP YOU TRUMP!! AMERICA NEEDS YOU!!;Trump
153080620724_10156699675010725;10156699675010725_1743260382563995;N;N;Where did the $6 million go? What groups / agencies / individuals / Veterans received the collected funds? Please post.;Trump
153080620724_10157857798770725;10157857798770725_1363654036999741;O;N;She boast about supporting children yet she defended a child rapist she knew was guilty and laughed about getting him off with time served? She boast she is for women yet her own husband raped a woman and she knew about it!?, she keeps bringing up the gold star solder yet what about bengazi? ..her emails.. she is sick and I don't mean her health!;Trump
153080620724_10156477409980725;10156477409980725_1026503197388872;N;S;I know he will do well as president and he has made it clear that if he is nominated ted cruz will be vice president so two of the ones i am pulling for what a thrill it will be;Trump
153080620724_10158048880970725;10158048880970725_1153901668022624;N;S;Rosalinda Jones Bellevue Nebraska ... I already vote for you a week ago 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🌹God Bless You;Trump
153080620724_10157650495395725;10157650495395725_710389159128183;N;S;We are praying for this country and Donald Donald J. Trump;Trump
153080620724_10157952895095725;10157952895095725_1568094703216299;O;N;Hillary is only out for Hillary! She doesn't care about this country!;Trump
153080620724_10157984269835725;10157984269835725_1042911235821845;N;S;Thanks you for your service to all the veterans in here and we love you. Donald will make it right for all of you;Trump
153080620724_10158062116155725;10158062116155725_628616063984365;O;N;You young girls that think you want to vote for her. Research Shria law she wants this... it's scarey,,,, do yourself a big huge favor Google it.. find out what it is;Trump
153080620724_10156212540735725;10156212540735725_10156212912535725;N;N;Voice was on did not want to watch their bull?????;Trump
153080620724_10156337102565725;10156337102565725_10156337374350725;N;S;Donald Trump for President of The United States of America!;Trump
153080620724_10157800510715725;10157800510715725_645163485656975;N;O;"""Tweeting"" at 3 and 4 o'clock in the morning is the sign of a sick and deranged individual. He brags about his beautiful wife, why in the hell isn't he in bed with her?????????";Trump
153080620724_10156725756165725;10156725756165725_1075517452489509;N;S;I do not blame Coach Mike Ditka, the former NFL Coach, for Supporting #DonaldTrumpForPresident. If we do not get this Nation Under Control---Our Government is going to Own Us!!!! That is the Reason I Like #Donald #TrumpForPresident--They cannot buy him because He not taken One dime of Contributions. That is why we Need him in Office--because Our Government is going to Hell and Back. #VoteDonaldTrumpForPresident--Vote Donald Trump 2016--- Donald Trump 2016---Florida for Donald Trump 2016--#Idaho for Donald J. Trump ----Michigan for Donald J. Trump 2016---Mississippi for Donald Trump 2016--#HawaiiForDonaldTrump--if God brought you to it, he will bring you through it♥;Trump
153080620724_10155979832150725;10155979832150725_10155984472315725;N;N;I like the tenderness and generosity of sending the jet for that poor kid that the major airports refused because of equipment to keep him stable during the trip.;Trump
153080620724_10156394632370725;10156394632370725_10156396149970725;N;S;No more getting pushed around with political correctness....Trump all the way!!;Trump
153080620724_10156385209760725;10156385209760725_10156385218110725;N;N;Just clean it up ... so sick of politicians i could die !!!;Trump
153080620724_10156337706805725;10156337706805725_10156337836890725;N;N;I pray that our great country can survive the last 14 months of Obama.;Trump
153080620724_10156968831075725;10156968831075725_649371301869932;N;S;Lyin Ted is just setting Kasich up to clean his clock like he tried to do with the Doctor Carson in Iowa. He will stop at nothing. I am glad he is showing his true colors as I did like him in the beginning! Go Trump!;Trump
153080620724_10157931029740725;10157931029740725_1609084269391756;N;S;Your a good man Trump and we support you 110% Also in our Prayers to be our next President to make us Honest Americans once again.;Trump
153080620724_10158017552765725;10158017552765725_1272323012841189;N;N;I just saw a single elderly black man almost get jumped by car full of illegal immigrants a block away from the Linda Vista police department, and nothing was done. He had to walk away scared to call the police.;Trump
153080620724_10157889858965725;10157889858965725_601435843392641;O;S;Apparently, it only takes between Zero To Thirty SECONDS to cover up a pesky Wikileak leak.! I Agree with Syed Hassan Rizvi for those many reasons for NOT voting for Hillary, I Vote Only Donald J. Trump URL < campaign page for full Tax Reform, Veteran's Reform U.S. Department of Veterans Affairs Concerned Veterans for America American Women Veterans Military.com , U.S. Army U.S. Navy United States Air Force U.S. Pacific Air Forces Child/Elder Care and much more, Trump Ads, News.. have fun... @realDonaldJTrump.com;Trump
153080620724_10155780334370725;10155780334370725_10155783606670725;N;S;YES Mr. TRAMP IS THE BEST. Tramp from 2016. Mr. Tramp is The President of USA who will be on the chair of Globalmankind.;Trump
153080620724_10156403687515725;10156403687515725_10156404104045725;N;S;People say oh no trump l.YES trump is better than what we have;Trump
153080620724_10157966101380725;10157966101380725_1810144509241604;N;N;Give us strength wisdom guidance grace and spiritual gifts that we might persevere for all the right reasons;Trump
153080620724_10157337952870725;10157337952870725_573520976152754;O;N;Hitlary is evil, noone ever said the Antichrist was a man;Trump
153080620724_10157984269835725;10157984269835725_1798337630450778;N;S;He won't take a dime to be in,office. He has deffered the money.;Trump
153080620724_10156458808000725;10156458808000725_1092192947482242;N;S;Trump will not loose, he will bring jobs back to America again and we can be proud.;Trump
153080620724_10155933897605725;10155933897605725_10155934053055725;N;S;Mr. Trump you are making some great history here. God willing, you can open more eyes and reach the people who so terribly miss-judge you. TRUMP FOR PRESIDENT!;Trump
153080620724_10155710391760725;10155710391760725_10155734692240725;N;O;I like that you want to make our country better and raise our economy back up. When you start bringing in immigration I don't agree. Yes you can enforce immigrants entering illegally but you have to remember this country was built by Immigrants. please bring back factory work in the U.S. and bring Detroit alive again.;Trump
153080620724_10156869239070725;10156869239070725_511006669071386;N;S;News is not good tonight Wisconsin went to Cruz. We have to start tomorrow morning and get this Trump Train back on the track. We cannot have him, Kasick is a loser. COME ON DONALD GET OUT AND FIGHT HARDER< Know is ti tiring, it has been a great race but the abortion thing was not helpful nor was it necessary, it is a law, should not be but it is.;Trump
153080620724_10158050611675725;10158050611675725_1206760259362922;N;N;In other news, bill Clinton spotted in a Arkansas trailer park with his pants down;Trump
153080620724_10157973171305725;10157973171305725_903506866459657;N;N;CFR and Bilderberg Group control the media and have chosen every president since JFK;Trump
153080620724_10157883386900725;10157883386900725_767323283407560;N;S;"ADMINISTRATOR of this GROUP! I have conducted an experiment over the past 24 plus hours on Wednesday at 10 am the likes were 11,326,805. I went to about 10 Trump support groups and posted a message to please come to this group and ""LIKE"" if they had not already done so. This effort has helped to increase likes by over 48,000 in a little over 24 hours. Please post a message encouraging the 11+ million to recruit 10 family, friend, neighbors to vote Trump! This needs to be posted now until the election! I will do the same on all of the support groups! We can win this and this effort will turn out possible 100 million votes!!!!";Trump
153080620724_10157973171305725;10157973171305725_1156003901132383;O;N;Make sure everyone knows to check their vote before submitting as they are being changed to Hillary!!;Trump
153080620724_10155871738675725;10155871738675725_10155872783750725;N;N;Now, now.... That is how the political game is played. If you had no money would you still run, and how would you get your money?;Trump
153080620724_10156196178085725;10156196178085725_10156203979935725;N;N;I nominate Judge Jeanine Pirro. She's smart, tough and so knows how to articulate a convincing argument.;Trump
153080620724_10155922402490725;10155922402490725_10155923452915725;N;S;"I'm not a candidate or politician but my answer would be ""Vote Trump"".";Trump
153080620724_10156972101145725;10156972101145725_1727235777519214;N;N;So spoiled and irresponsible they didn't even know they had to register in order to vote. They probably thought the butler would do it for them.;Trump
153080620724_10158058056665725;10158058056665725_1039836346116532;N;S;You know Brandon. Maybe we don't want someone who looks presidential but some one who looks like us.;Trump
153080620724_10155780334370725;10155780334370725_10155786496890725;N;N;O wow...friends like that you dont need enemies! lol;Trump
153080620724_10156805441085725;10156805441085725_609969139168546;S;N;Let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton let all go vote Hillary Clinton;Trump
153080620724_10155936827605725;10155936827605725_10155936960485725;N;S;Terrible questions and like TRUMP said he's not a debater he gets things done! TRUMP 2016!!! I think Donald did great, what kind of question is the one Megan Kelly asked?? Wow it wasn't relevant compared to ISIS or IRAN OR OUR BORDER. HOPEFULLY HAVE A NEW PANEL NEXT TIME. GO TRUMP!;Trump
153080620724_10156005369240725;10156005369240725_10156008504080725;N;O;Why does anybody posting on this site, think that the trolls should not have say. If this hate monger (Trump) should become president he will be president to everyone, and we, the trolls, have a right to the First Amendment. And, have you read he is threatening the Pope. He is rich. Daddy made him so and he has taken out bankruptcy a few times and left follow Americans holding the bag. Shame on any of you backing this horrid man.;Trump
153080620724_10156572549800725;10156572549800725_803456079800957;N;N;Man up! Do the debate! Treat the weird questions like water on a ducks back.;Trump
153080620724_10157784190830725;10157784190830725_1019062704859591;N;O;"The man who pays no federal tax and thinks that makes him smart is fighting for you lol. What happens to the average blue collar worker in America if they don't pay taxes? What happens to the "" smart"" guy if he doesn't pay? Yeah he's fighting for you alright.";Trump
153080620724_10157263351880725;10157263351880725_836293703169783;O;S;This entire situation is so disgusting. Hillary broke the law, yet will not e charged. I have one question - how could anyone vote for this woman? It makes me sick to think my country has sank so low, that someone with her character can even run for office. I hope all the elites of the GOP realize it's time to come forward and support the peoples candidate Donald Trump. It's time they support our party, we can't afford for Hillary Clinton to get to the white house. If you can't support the republican candidate, I will assume you are as crooked as her...;Trump
153080620724_10156386906600725;10156386906600725_475752045941465;N;N;I am muslim .. I am against terrorism ... I love all people of all religion...please dont mix between islam and isis ...isis is devil they killed many muslims poeple in iraq , syria, lybia ...my brothers fight against isis in iraq ..many iraqi soldiers their bodies did not reach their parents..feel that mr.Trumb ..if you hate muslim ..that your problem ..but I love all people .. Christian, Jew, Sunni,sheia, Kurdish, Buddhist..these human must be respected ..ENOUGH DON'T MIX;Trump
153080620724_10158088575475725;10158088575475725_1180112825402843;N;N;Check your votes if using machines. They were changing straight Republican votes to Democratic ones in Pennsylvania.;Trump
153080620724_10157919838995725;10157919838995725_1792465234355682;N;N;Si esto sale en SDLG pasó Pack, yo cumplo mi palabra;Trump
153080620724_10157932697660725;10157932697660725_1828101914092654;O;S;Luv u Donald. U are going to be wonderful and are going to be a great president. Don't let killary bait u she has baited herself. Her day will come.;Trump
153080620724_10156689716915725;10156689716915725_467724016762232;N;S;Anthony, Trump isn't even in there yet, and he has done more for America in five months than obozo ever did in 7 years!! Sad;Trump
153080620724_10157606621970725;10157606621970725_1583789971915144;N;S;Excellent, Mr. Donald Trump❗️👍 My family vacationed in Mexico every summer in the 60s and loved it. The Mexican people were as expressed, hard working, loved family and community. My dad was as blond as Mr. Trump being mainly Danish and learned to speak Spanish, the King's language, which had to have tickled the natives down South 😀. Thank you, Mr. Trump, for your efforts. The cartels have to go!!;Trump
153080620724_10157990104410725;10157990104410725_537247979798673;N;N;He's not on your side Donald. You should know better than to share his crap.;Trump
153080620724_10156408931420725;10156408931420725_10156410732145725;N;S;I can't even believe she would be at 41% women are going to vote simply on gender like Mr. Obama was elected based on skin color which we see is destroying this country internally 🙏🏽🇺🇸#makeamericagreatagain build the best military on the planet 👊🏽 get rid of all illegal immigrants😡;Trump
153080620724_10156162617445725;10156162617445725_10156164176330725;N;S;I missed the 60 minutes show but heard Pelley tried to do a job on Mr. Trump. Glad to hear Mr. Trump held his own with the idiot that tried to make him look bad. I would not trust anything the news people say anymore. Used to be a time back in the day you could actually believe the news .....not anymore.;Trump
153080620724_10156357747225725;10156357747225725_10156358058785725;N;S;Way to go Trump! I know you will stand up for our country and turn around what the Stupid Democrat administration has done. We need to steer the ship to a better direction for the sake of our future.;Trump
153080620724_10157471877690725;10157471877690725_1232243153452889;N;N;Sadly your opponent feels only minimum wages being raised will fix the problem. Keep fighting!;Trump
153080620724_10156403687515725;10156403687515725_10156404751600725;N;S;Great job!! Thank you for your support for our country.;Trump
153080620724_10156360166895725;10156360166895725_1028736163856124;N;N;Mr. Trump , with all do respect . your arrogance don't let you accept what the media have the right to say either positive or negative against you , the moment you chose to run for president, you became politic and that's part of the politicians life . And I'm going to agree ( just this time ) with president Obama , if you can't handle these journalist then you will not going to handle the presidents of other countries and that's including president Vladimir Putin and president Xi Jinping .;Trump
153080620724_10156711173905725;10156711173905725_487821854734489;N;S;The Only Vote for Hope Donald Trump for President 2016;Trump
153080620724_10157369699375725;10157369699375725_10157369731585725;O;N;How can 42% say Clinton? She does NOT make me feel safe!;Trump
153080620724_10157785617475725;10157785617475725_693073340841547;N;N;They're not going to build s wall , you will be microchipped;Trump
