prompt,completion,preds
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I don't know if you actually read this but I hope you do. Is there any way you can make a video about the standing rock. It's about drilling oil in Native Americans sacred land. Odd thing is that there's a treaty saying you can't do anything like that but the oil company and government doesn't care. People have been mistreated. The water protectors have no guns no weapons. They're singing songs and still getting dogs attacking them from private security. They're getting loaded shotguns and pepper sprayed and shot with rubber bullets. They're getting arrested like crazy. If you can do research about it and see for yourself. You'll probably cry or be disrespected by those law enforcement and military. I too am in the military but I would be on the other side protecting water. It's supposed to go under the Missouri River. Millions would be affected. Think about how many gas and oil pipelines have busted and blew and how many have infected the water. In the first time in history. Over 300 tribes are together as one. Once were enemies now are friends. So can you please for me check this out. Thank you.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Neither should you war monger! How many more wars will you get us involved in?
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary Clinton has taken tens of millions of dollars from dangerous terrorist nations, in exchange for weapons and other political favors. Are you actually stupid enough to vote for a woman who's willing to sell your children's safety to the highest bidder? Why can't Hillary's supporters connect the freaking dots? by #AnthonyRamirez
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""They still have not shown the audience...of 12 people.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Annie Loeb After a long, long, long day at the law school, this video made my night
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""""ILLEGAL IS THE hil-LIAR-y way.LEGAL-Not so Much.
""""""
","None, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Still, he's not a baby killer unlike the other candidate.
""""""
","Favor, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Her plan is DOA. Tax credit for profit sharing??? Really, the tax code is so complex already, her solution is to add more complexity. Nuts.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""She is such great women smart, strong, she's brave and she's ready to be make history. Mrs Hillary!!!!
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Get ready get ready get ready. . Tuesday November 8th.. Make it happen people, m
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Bernie is a Socialist not a Democrat. His agenda turns the country into a welfare state. The failure of the Banking system came under Bush and Chaney. Obama has turned this around. Lowered the deficit, lowered unemployment, and more. You talk of Obstuctionism Bernie will prove it harder to change it and less successful to work with it. I believe he will generate even more obstructionism within the rank and file of Democrats. When America has had they're fill Bernie won't last a second term. Hillary 2016.
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Obama has already done this not Trump. Obama hates whites.
""""""
","None, None","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""This is no joke... There is a possibility of ww3 if she gets in!!!!! You all really need to think about that... For all of us!!!!!
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I agree Trump is Bad. But YOU are bad too. I'm NOT picking between the lesser of two evils. #Trump WILL beat you! Only #Bernie CAN defeat Him. #notwithher #bernieorbust
""""""
","Against, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Here's Something You Don't See In The Media: Trump being given the Ellis Island Award in 1989 for contributing to the conditions of inner city black youths, standing alongside Muhammad Ali and Rosa Parks. Funny.....Why Doesn't Media remember this?
""""""
","Favor, None","Favor, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Among the revelations from WikiLeaks: An internal research document said as Secretary of State Hillary Clinton ""disregarded ethics guidelines"" in 2010 when she raised more than $72 million for the U.S. Pavilion at the World's Fair in Shanghai in 2010. The document said Clinton took money from contributors who later ""received favorable treatment"" from the State Department and also donated to the Clinton Foundation, according to a 2015 internal Clinton research document revealed Sunday by WikiLeaks. In April 2016, the Clinton campaign compiled questions for CNN reporter Wolf Blitzer to ask in an upcoming interview with Republican presidential candidate Donald Trump. Some form of agreement existed between the Bernie Sanders and Clinton campaign based on information the Clinton camp had on Sanders. It was referenced by Clinton campaign manager Robbie Mook in a 2015 email that read, ""This isn't in keeping w the agreement. Since we clearly have some leverage, would be good to flag this for him.""
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""What type of hallucinogenic drugs are you on...or, are you visiting from another planet?
""""""
","None, None","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""First off, he was TOLD to support her. Big difference as to actually believing in Hillary. Hillary stole all his supporters hopes and dreams.
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Post from Trump supporter: Steven Lee, Right there with you brother. I voted Dem for the longest time, believing the lies on CNN, ABC, NBC MSM. And after 2012 started to vote republican. Trump all the way!!!
""""""
","Favor, None","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""How about women who use women as a divider for political purposes.
""""""
","None, None","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""You truly are a Woman Hillary, Let them hear you roar!!
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Women please stand with Hillary. Us real men are for Hillary and ALL OF YOU STRONG LADIES. Whoop up Bro's EQUALITY FOR ALL HILLARY 2016!
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary is a liar!!!!!!! 30 years of LINING HER POCKET AND STEALING FROM YOURS! #poorBERNIE
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Did she also teach you to stay married to, and protect, a SEXUAL PREDATOR?
""""""
","None, Against","Against, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""There is a video just like this showing the lies she said at the first debate.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""turn the camera around and show us her huge crowd
""""""
","None, None","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""all i can say hillary is face the fact that you are ignorant
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Can we all just grow up and vote for Sanders? Or will we pretend Hillary is a solid choice still?
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary has Class and intelligence very proud to be with Team Hillary.
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I am with Hillary But what is it with those dam emails. Why do they think it's such a threat. Trump and his dam conspiracy theories. I got one theory. them emails may not a national threat. It might be something good like cure for cancer the government don't want to leak out. Cause in there eyes it's population control. I mean who knows right. Every body well in trump land points there finger at Hillary, just not her the government knew this. It just as much at fault for letting happen. Hillary was just a fall guy. I can see it. You bout have to be just as sick in the head to see it. The FBI trump ant none of them innocent by no means. Its not Hillary being so secretive it's the FBI that is. I just don't believe it was just Hillary involved with the emails. Just thinking
""""""
","Against, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""America would never be safe with Donald Trump!!! He is a selfish sick men and I can't believe the there is people out there supporting his campaign and some of then they even forgot were they came from !
""""""
","Against, None","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary you are full of sh.....t.....twenty years and all you have done is line your pockets.....give it up....president you will never be......you have done nothing for women.......
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Please read these links so you have a full understanding of whom you support. She is lying about Trump, so try to keep an open mind there,and listen to one of his campaign speeches, then you'll know. Hillary takes buy offs, Clinton cash documentary: URL the liar, on viedo: URL treatment of Bill's victims: URL wow, you guys hadn't heard what wikileaks brought out. Hillary is above the law, as per Obama. The informations there FBI is ordered not to press charges. URL you were thinking about voting Hillary, check out these 3 links. They have information about her that might change your mind. URL I'm surprised that people actually buy it too. They actually support Hillary, Evan Trey Gowdy knows Benghazi was a hit, and all Hillary had to do was play stupid. Yet her followers think she isn't guilty, because she wasn't punished. Then you can't whine about Trump, because he's never been convicted either. Congress: URL had the wife of a bomb terrorist speak at her foundation dinner: URL from snopes, verified true. This is from congress, shows how she lies to them, but they know it: URL the end you can vote for whom you want, but I believe if you vote for Hillary, it's because you didn't know about the information in these links.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Campaign finance supersedes ALL other issues. It's not the only issue, but it's the one that has to be tackled first. The only way to correct course. #BernieOrBust #Bernie2016
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Imagine how many young soldiers Hillary would recklessly allow to die as Commander in Chief!
""""""
","None, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""you are an amazing person - you are the only candidate right for the presidency you are the right woman for the job
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""BERNIE! Because what we NEED is principled leadership, not another politician following the dictates of polls and focus groups.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""How are the supporters the ""paid trolls"" you guys are the ones invading Hillary's Facebook like a bunch of desperate idiots
""""""
","None, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I have noted strong quotable quotes from these amazing mothers. I will lead their hearts to Africa to have talks. I am prostrating for them all. Thank you my Presidential Hopeful for making this happen.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""The next President Of the Greatest nation. All the way Hillary Clinton
""""""
","None, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""This is a bunch of forien talk to me yup
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I remembered I thought he was joking. Its no joke now! Its terrifying!
""""""
","None, None","Against, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Remember we have to vote her in. Let's register our disgust with the choices the Republican 'Party' is making to keep more white men in power this November. #imwithher #strongertogether
""""""
","Against, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""What a disgrace it would be if Hillary wins and continues to drive this country in to further division and chaos catering to the those that think they are entitled to everything while working for nothing
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""By her speaking Spanish on Facebook 50 times a week should be enough for Americans to open your eyes. Speak English Hillary this is the United States of America.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Caroline what a lovely man! (Also check out the other comments ð)
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""El dice que esto fue una charla de vestidor, digamos que no, como tambien su marido dijo que sexo oral no era sexo, facil Hillary al parecer errores de conceptos, uno dijo que lo aria y el otro si lo hizo, cual ha denigrado mas a las mujeres que usted representa, farsante mentirosa...
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Just like this??? ""Hillary Clinton: 'We Didn't Lose a Single Person' in Libya""............. Where is Benghazi???............ URL
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""As a US Air Force veteran, I'm with Hillary!!!
""""""
","None, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Politicians know exactly what to say to make us believe them. Wake Up. We heard all this before. Not buying it.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Federal Law: Title 18. Section 2071 For those of us who do not have United States Code committed to memory, here's what it says: ""(a) Whoever willfully and unlawfully conceals, removes, mutilates, obliterates, or destroys, or attempts to do so, or, with intent to do so takes and carries away any record, proceeding, map, book, paper, document, or other thing, filed or deposited with any clerk or officer of any court of the United States, or in any public office, or with any judicial or public officer of the United States, shall be fined under this title or imprisoned not more than three years, or both. (b) Whoever, having the custody of any such record, proceeding, map, book, document, paper, or other thing, willfully and unlawfully conceals, removes, mutilates, obliterates, falsifies, or destroys the same, shall be fined under this title or imprisoned not more than three years, or both; and shall forfeit his office and be disqualified from holding any office under the United States. As used in this subsection, the term ""office"" does not include the office held by any person as a retired officer of the Armed Forces of the United States."" Yes, it explicitly states ""shall forfeit his office and be disqualified from holding any office under the United States."" Shouldn't voters know that? The media won't tell them. So it's up to us. Can you help hold Hillary accountable?
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""That's no real scare at all! Now you CLINTON that's a REAL SCARE!! Lock CLINTON up, send her directly to prison!
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""THIS IS WHY DEMOCRATS ARE SO INTERESTED IN AMNESTY...NOT COMPASSION Speaking at a Hillary Clinton campaign event in Chicago on Monday, Illinois Rep. Luis Gutierrez ï»¿called for 1 million immigrants to obtain citizenship ahead of the election in November in order to stop GOP front-runner Donald J. Trump from winning the White House.
""""""
","None, Against","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""The Clintons appointed Allen Greenspan to the FDA, they also repealed the glass sealant act! They are corporate tools!!
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Trump says mean things, Hillary does evil corrupt things that jeopardize national security and the safety and well being of every American citizen in pursuit of her own personal interests.
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary Clinton Assails James Comey, Calling Email Decision 'Deeply Troubling' ///Yeah, for you, #Hildebeest. URL â¦
""""""
","None, Against","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Pretending to be and to be are two different things. Donald Trump is not crooked, he is direct. Honest and decent ones prefer Donald Trump. Cheaters on the other hand prefer ...... you know very well.
""""""
","Favor, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""The next President of the USA needs our help by getting more Democrats in Congress! Vote down ticket in November!
""""""
","None, None","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""You people have to be crazy. To actually for eight more years of Obama? He's decimated our military to the point where Russia and China are trying to entice us in the conflicts are doing flybys over our country. Obama and Hillary are destroying this country.
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary will be in handcuffs by Monday and all the sheep will still believe she's not a criminal...You Hillary people will all be kicking yourselves if she wins...you will get a real dose of reality when everything you and your families have worked so hard for your entire lives is gone in less than a year!! You people need to think long and hard about what this country is going to look like with 1 million Muslim refugees living next door to you living off taxpayer money and when you turn on the news the terrorism we see on the other side of the world is now in your backyard affecting your children and grandchildren's future...Karma is gonna hurt the ones you love, and that will be on your conscience
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Yea stop watching if you don't like what you see
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I love your ""They all seem to end at chapter 11."" ... great line and so true.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""why didn't you change the laws then, you and your friends do the same thing
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""You mean like losing jobs to foreign countries and losing on trade with foreign countries and having a 19 trillion dollar debt?? Oh wait, POLITICIANS like you have already done that to this nation. So why in the world would we elect ANOTHER POLITICIAN?! That's crazy! TRUMP TRAIN!!
""""""
","Favor, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""HERE'S YOUR FEARLESS "" LEADER ' / ""CANDIDATE "" ? :p NOBODY COULD MAKE UP THIS MANY "" LIES"" AND HAVE STATE TROOPERS TESTIFY WHAT ______ THE CLINTON'S ARE ( GOD BLESS 'EM! ) Besides Being a career criminal, an enabler to her Multiply accused Rapist "" Husband"" .. w CONFIRMATIONS of her Lying.. Under oath for Serious Crimes.. Hiding ( possibly Stealing ) Evidence ( Vince Foster "" suicide"" ) , False criminal accusations against Innocent People to get her "" friends"" into the travel office, ripping off Senior Citizens with a scam land deal ( Whitewater ) - She's not such a bad person.. from what we know. ( 'n It Takes almost 2 HOURS to review all the Criminality BOTH the Clinton's have been involved in. URL Oh n' Don't forget stealing the Whitehouse furniture
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Of all the woman who could be president. Why Hillary Clinton?
""""""
","None, Against","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""a nice 5-10 year vacation w/b a great present for Hillary to ""give"" hubby
""""""
","None, None","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Get out and vote. We voted in New York, now it's your turn
""""""
","None, None","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Obama 1st black presdient, so Hillary will be 1st female presdient you think.
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Also its a smear campaign cause their afraid hill get the votes and there scared hill upset the apple cart for all those CORUPT politicians which we have alot !!!!! People need to wake up to what's really happening here !!!! Do I like trump as a person hell no !!!!! DO I THINK HE COULD DO A GOOD JOB AND GET THIS COUNTRY BACK HELL YEAH!!!! BUT ANYONE WHO BACK HIM WHERE CALLED CRAZY WHEN IN FACT WHERE THE SANE ONES TIRED OF SEE ING THE DIRECTION THIS COUNTRY IS GOING
""""""
","Favor, None","Favor, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Lord JESUS release your angels upon America !!!! Restore what was stolen from the enemy!!! Have your way JESUS!!!
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""He's an idiot who gives a s*** what Romney has to say about anything he couldn't even beat brat for a second term he folded up his tent and put his tail between his legs Americans cannot stand a loser that's a quote by General George Patton
""""""
","None, None","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Mr. Trump look at what this Chicago Charter School has done. We need more schools like this. URL
""""""
","None, None","Favor, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I'm proud to be an American and want my country back!
""""""
","None, None","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I don't live in Iowa, but Iowa for Trump in the upcoming caucas
""""""
","Favor, None","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Love you... thank you for Standing up for all of us. We understand.
""""""
","Favor, None","Favor, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Just asking for feed back. But what other candidate is fighting to keep an bring job back to the USA . please reply because as of today i only know of one that even mentions it...
""""""
","None, None","Favor, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Your a good man Trump and we support you 110% Also in our Prayers to be our next President to make us Honest Americans once again.
""""""
","Favor, None","Favor, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""IT'S ALL ON RECORD... AND SHE STILL SAYS ""NO!"" HAAAAAAAAAAAHAHAHAHAAAAAAAA!!!!!!
""""""
","None, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""TRUMP 2016. I ALSO REMEMBER THE THRONGS OF MUSLIMS REJOICING IN THE STREETS OF NJ..
""""""
","Favor, None","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I know everyone does'nt agree with me but thats why we are free in America to vote for whoever we choose and I choose Donald Trump, may the Force be with him.
""""""
","Favor, None","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary supports the people that rip babies to pieces and sells their body parts
""""""
","None, Against","Against, Against"
