prompt,completion,preds
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@HillaryClinton Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO
""""""
","Clinton, Against","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink #Hillary
""""""
","Clinton, Against","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""It's interesting how many liberals are so brainwashed and anxious to mindlessly support a woman who isn't even liberal
""""""
","Clinton, Against","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@Callisto1947 @texasman2008 @AmyMek Hillary's new Campaign Slogan:  HILLARY - NOTHING TO HIDE EXCEPT THE TRUTH !!!  #TCOT #CCOT
""""""
","Clinton, Against","Clinton, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? LOL. #losers
""""""
","Clinton, Favor","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@BarackObama thanks for selling out all the workers who voted for you for pushing FastTrack #sellout
""""""
","Clinton, None","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@TIMENOUT Is there anything about the Clintons that is not fraudulent?
""""""
","Clinton, Against","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""My birthday is on July 24th, if anyone needs a gift idea #ChillaryClinton
""""""
","Clinton, Against","Clinton, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn't ask @HillaryClinton the tough questions. 
""""""
","Clinton, Against","Trump, Favor, Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Too far @realDonaldTrump. That's just too fucking far. #BaltimoreUprising #Obama
""""""
","Clinton, None","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@CNN One would hope everyone would be fired up over such a blatant lie
""""""
","Clinton, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@CoachDLG515 @Retired36 I'm glad that you will now slice all round. 
""""""
","Clinton, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016
""""""
","Clinton, Against","Clinton, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@HillaryClinton Will #pervert #BillClinton be there if winner is teen girl? #HillaryClinton #Democrats #liberals #tlot #GOP
""""""
","Clinton, Against","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@readyforHRC   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world
""""""
","Clinton, Favor","Clinton, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Congratulations @HillaryClinton on entering the 2016 race for President! You have the support of Jews all over the world!
""""""
","Clinton, Favor","Clinton, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women
""""""
","Clinton, Favor","Clinton, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Thanks @izzybugatti for participating! WE are lucky to have YOU here in Iowa. #FellowsIA
""""""
","Clinton, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@FoxNews @GovChristie @HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now?
""""""
","Clinton, Against","Clinton, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@chriswallace There may be 2000 nutjobs of that number and all they need to do is find eachother. The net has given that #FNS
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""My Message To LGBT Rights Supporters: If You Hate America, Please Leave.
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""So, Donald gets fired, but reverend Al is still employed. Both are idiots. Makes zero sense, #NBC
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@boxxers06 This may be true. However, many Americans also travel to these and other places to do the exact same thing. 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""of the many @realDonaldTrump racist comments, this one takes the prize!  ""Laziness is a trait in blacks."" 
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""I get SO HEATED seeing treasonous libtards defending Ed Snowden. He is a TRAITOR and should be hung. #tcot #tlot #ccot
""""""
","Trump, None","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Greece.... Bernie Sanders school of economics #greta
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Left-wing media trying to silence @realDonaldTrump? HAHAHA  Keep trying! Trump is NOT a career politician & he won't be bought! 
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@kupajo33 @ChrisChristie we don't need him!
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Of course @TheJuanWilliams is completely wrong on the @SCOTUS ruling on #obamacare . @MichelleFields is right!
""""""
","Trump, None","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free. 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Hey guise. Any recommendation for a good taco place in midtown? #Trump
""""""
","Trump, None","Trump, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@haleyelenaa and his favourite beaches are probably in Acapulco and Cabo 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@lemurdue77 Hey friend. That's not nice 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme
""""""
","Trump, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@kilmeade @briankilmeade Obviously military industrial complex has an interest in sustained conflict War=sales #Libertarian
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF?
""""""
","Trump, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""#Trump is ruining a party quicker than the police! #gop
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?! 
""""""
","Trump, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""What does Ivana, NBC, Univision, Gemini's, and Macy's have in common?  Answer: They all dropped
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""If the Obama cabinet was on the apprentice who would you fire?  Kerry was the answer. #talkcityclub
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Wondering who is going to make your suites now. @realDonaldTrump  Maybe the rapist and killers you speak about will.
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something.
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Healthcare in America must be fixed. Women are everything.  #TeamJason 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""You can get Mooch's lunch, lib indoc, condoms, BC & abortions at schools today; wow, everything but an education. #PJNET
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform.
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Blessed is the nation whose God is Lord. Psalm 33:12
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico
""""""
","Trump, Favor","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government!
""""""
","Trump, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@GOP If you can not debate Trump, you should not be running for president. #backurbase.
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""If my only impression of the US was Donald Trump, I think I would hate it.
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""And America wants to protest a silly flag but lets pro athletes get away with shit like that
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad.
""""""
","Trump, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump has formed the ""Racistublicans"". The political party for old fat assholes. #Racistublicans  #Republicans 
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@Newsmax_Media  I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games.
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""There is a fine line between right and damnation  and in my opinion the US is going down the wrong damn road #votethemallout
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""There is no scarcity. There is no lack. No need for poverty. We are only victims of robbery by our leaders. #LiberateYourself
""""""
","Trump, None","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@backatone000 @fatima_madsen This is a tragic outrage
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""If @Macys wants to try to stall this country's progress that's their prerogative but I'm done shopping there #BadBusiness
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

"""""".@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House.
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump
""""""
","Trump, Favor","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump
""""""
","Trump, Favor","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border! 
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Tyranny in full bloom with legislative editor and @ChiefJusticeJR court freedom hanging by thread @RedNationRising #Liberty
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test.
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""a clown who wants to be president #youcantdoit #MexicansAreChidos
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@realDonaldTrump it's crazy how cowardly these big corporations are. I swear I'm campaigning for you !!!!!
""""""
","Trump, Favor","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""I love the Mexican people but they're smarter than us we MUST stop them!
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back!
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Macy's to stop selling Trump merch. I guess he'll sue them next.
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Lighting that WH was so in your face to half of America, no class and so disrespectful..  #CashinIn  
""""""
","Trump, Against","Trump, Against"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government!
""""""
","Trump, Against","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""Trump and his comb over are gonna take over America #IndependenceDay
""""""
","Trump, Against","Trump, Favor"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@ericbolling :).  Sorry for the kidding but had to do that.  Darn autocorrect. 
""""""
","Trump, None","None, None"
"This statement contains a TARGET and a STANCE. The target is a politician and the stance represents the attitude expressed about them. The target options are Trump or Clinton and stance options are Favor, Against or None. Provide the answer in the following format: {TARGET, STANCE}

""""""@AC360 @barbarastarrcnn Erasing history will not cure the hatred heart, it only takes one person to stir the fires #CCOT
""""""
","Trump, None","None, None"
